#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  26000      1.80e+00    1.45e+00      2.83e-02    9.02e-03      6.05e-02    4.87e-02    8.8e-04
  26100      1.64e+00    1.53e+00      1.96e-02    1.66e-02      5.52e-02    5.13e-02    8.8e-04
  26200      1.52e+00    1.64e+00      5.96e-02    5.90e-02      5.05e-02    5.48e-02    8.8e-04
  26300      1.31e+00    1.46e+00      1.83e-02    1.45e-02      4.38e-02    4.92e-02    8.8e-04
  26400      2.31e+00    1.50e+00      2.57e-03    3.70e-03      7.78e-02    5.04e-02    8.8e-04
  26500      3.04e+00    1.86e+00      8.22e-02    6.07e-02      1.02e-01    6.20e-02    8.8e-04
  26600      1.53e+00    1.28e+00      3.39e-02    5.02e-02      5.12e-02    4.27e-02    8.8e-04
  26700      2.12e+00    1.96e+00      3.32e-02    3.81e-02      7.11e-02    6.56e-02    8.8e-04
  26800      1.55e+00    1.53e+00      4.81e-02    3.82e-02      5.19e-02    5.11e-02    8.8e-04
  26900      1.66e+00    1.48e+00      1.43e-02    9.65e-03      5.58e-02    4.97e-02    8.8e-04
  27000      8.03e+00    1.90e+01      1.28e+00    1.36e+00      2.15e-01    6.15e-01    8.8e-04
  27100      2.42e+00    2.56e+00      4.58e-02    4.27e-02      8.13e-02    8.60e-02    8.8e-04
  27200      1.95e+00    1.90e+00      6.68e-02    8.13e-02      6.50e-02    6.32e-02    8.8e-04
  27300      2.20e+00    1.87e+00      6.46e-02    7.50e-02      7.36e-02    6.23e-02    8.8e-04
  27400      2.28e+00    2.25e+00      1.03e-02    6.79e-03      7.67e-02    7.58e-02    8.8e-04
  27500      1.62e+00    1.75e+00      3.58e-02    4.00e-02      5.43e-02    5.87e-02    8.8e-04
  27600      5.40e+00    5.07e+00      1.00e-01    8.93e-02      1.81e-01    1.70e-01    8.8e-04
  27700      5.04e+00    5.08e+00      6.37e-02    6.35e-02      1.69e-01    1.71e-01    8.8e-04
  27800      4.77e+00    4.27e+00      4.15e-02    3.61e-02      1.60e-01    1.44e-01    8.8e-04
  27900      4.08e+00    4.25e+00      2.58e-02    2.87e-02      1.37e-01    1.43e-01    8.8e-04
  28000      5.34e+00    5.69e+00      1.06e-01    9.45e-02      1.79e-01    1.91e-01    8.8e-04
  28100      2.66e+00    2.56e+00      2.78e-02    9.78e-03      8.94e-02    8.61e-02    8.8e-04
  28200      2.46e+00    2.92e+00      8.30e-02    1.43e-01      8.18e-02    9.64e-02    8.8e-04
  28300      1.96e+00    2.04e+00      3.62e-02    7.54e-02      6.59e-02    6.81e-02    8.8e-04
  28400      2.03e+00    1.90e+00      2.87e-02    2.55e-02      6.83e-02    6.39e-02    8.8e-04
  28500      1.93e+00    2.17e+00      8.21e-02    7.79e-02      6.40e-02    7.23e-02    8.8e-04
  28600      1.84e+00    1.93e+00      1.29e-01    9.21e-02      5.94e-02    6.39e-02    8.8e-04
  28700      1.91e+00    5.80e+00      9.41e-02    1.36e-01      6.31e-02    1.94e-01    8.8e-04
  28800      2.08e+00    1.63e+00      2.89e-02    3.32e-02      6.98e-02    5.48e-02    8.8e-04
  28900      1.58e+00    1.51e+00      1.23e-02    1.33e-02      5.31e-02    5.09e-02    8.8e-04
  29000      2.81e+00    3.11e+00      5.09e-02    2.70e-02      9.43e-02    1.05e-01    8.8e-04
  29100      1.96e+00    1.99e+00      6.30e-02    3.55e-02      6.54e-02    6.69e-02    8.8e-04
  29200      1.90e+00    2.05e+00      1.24e-01    5.68e-02      6.18e-02    6.84e-02    8.8e-04
  29300      1.51e+00    1.70e+00      8.84e-02    8.94e-02      4.94e-02    5.61e-02    8.8e-04
  29400      2.17e+00    2.15e+00      1.20e-01    1.18e-01      7.12e-02    7.09e-02    8.8e-04
  29500      1.65e+00    1.69e+00      2.30e-02    2.28e-02      5.54e-02    5.67e-02    8.8e-04
  29600      3.01e+00    2.82e+00      2.32e-01    2.06e-01      9.70e-02    9.11e-02    8.8e-04
  29700      4.05e+00    3.83e+00      4.73e-01    4.30e-01      1.22e-01    1.17e-01    8.8e-04
  29800      1.62e+00    1.58e+00      4.41e-02    3.96e-02      5.40e-02    5.28e-02    8.8e-04
  29900      1.69e+00    1.62e+00      1.78e-02    1.30e-02      5.69e-02    5.46e-02    8.8e-04
  30000      4.10e+00    4.64e+00      4.76e-01    3.66e-01      1.23e-01    1.50e-01    8.6e-04
  30100      2.43e+00    2.50e+00      5.42e-02    1.70e-02      8.22e-02    8.51e-02    8.6e-04
  30200      6.36e+00    2.86e+00      3.20e-01    3.16e-01      2.09e-01    8.71e-02    8.6e-04
  30300      1.69e+00    1.62e+00      2.71e-02    2.89e-02      5.75e-02    5.50e-02    8.6e-04
  30400      1.75e+00    1.88e+00      1.36e-01    1.35e-01      5.65e-02    6.11e-02    8.6e-04
  30500      5.56e+00    2.33e+00      5.04e-02    5.37e-02      1.89e-01    7.91e-02    8.6e-04
  30600      1.93e+00    2.75e+00      8.32e-02    8.16e-02      6.47e-02    9.28e-02    8.6e-04
  30700      1.73e+00    1.74e+00      9.50e-03    8.63e-03      5.89e-02    5.92e-02    8.6e-04
  30800      3.59e+00    3.68e+00      2.73e-02    2.92e-02      1.22e-01    1.25e-01    8.6e-04
  30900      1.88e+00    1.72e+00      5.88e-02    1.77e-02      6.33e-02    5.84e-02    8.6e-04
  31000      3.11e+00    4.41e+00      2.30e-02    1.02e-01      1.06e-01    1.50e-01    8.6e-04
  31100      2.59e+00    2.37e+00      1.20e-01    1.23e-01      8.67e-02    7.89e-02    8.6e-04
  31200      2.46e+00    2.39e+00      8.05e-02    8.09e-02      8.29e-02    8.06e-02    8.6e-04
  31300      2.57e+00    2.68e+00      3.95e-02    3.02e-02      8.72e-02    9.12e-02    8.6e-04
  31400      5.30e+00    5.58e+00      2.64e-02    2.18e-02      1.80e-01    1.90e-01    8.6e-04
  31500      3.10e+00    2.38e+00      2.58e-02    4.82e-03      1.05e-01    8.11e-02    8.6e-04
  31600      3.20e+00    3.30e+00      1.57e-02    7.71e-03      1.09e-01    1.12e-01    8.6e-04
  31700      2.52e+00    2.30e+00      4.62e-03    4.35e-03      8.58e-02    7.85e-02    8.6e-04
  31800      2.15e+00    1.82e+00      1.18e-02    1.12e-02      7.34e-02    6.21e-02    8.6e-04
  31900      3.38e+00    3.48e+00      3.39e-01    3.76e-01      1.05e-01    1.07e-01    8.6e-04
  32000      2.06e+00    4.58e+00      6.49e-03    2.07e-02      7.01e-02    1.56e-01    8.6e-04
  32100      2.06e+00    2.83e+00      3.08e-02    8.54e-03      7.00e-02    9.63e-02    8.6e-04
  32200      1.69e+00    1.48e+00      8.45e-02    8.35e-02      5.64e-02    4.91e-02    8.6e-04
  32300      1.30e+00    1.35e+00      1.52e-02    1.46e-02      4.42e-02    4.59e-02    8.6e-04
  32400      1.69e+00    1.61e+00      1.28e-02    1.07e-02      5.76e-02    5.47e-02    8.6e-04
  32500      4.33e+00    3.35e+01      5.67e-01    6.33e-01      1.24e-01    1.14e+00    8.6e-04
  32600      2.33e+00    2.19e+00      3.39e-03    7.62e-03      7.95e-02    7.46e-02    8.6e-04
  32700      2.23e+00    6.75e+00      1.17e-01    1.27e-01      7.43e-02    2.29e-01    8.6e-04
  32800      1.40e+00    1.53e+00      1.29e-02    1.36e-02      4.76e-02    5.22e-02    8.6e-04
  32900      1.35e+00    1.64e+00      3.79e-02    3.24e-02      4.56e-02    5.56e-02    8.6e-04
  33000      1.49e+00    1.58e+00      4.00e-02    3.06e-02      5.05e-02    5.35e-02    8.6e-04
  33100      1.24e+00    1.35e+00      3.03e-02    3.15e-02      4.21e-02    4.57e-02    8.6e-04
  33200      1.38e+00    1.37e+00      2.93e-02    3.02e-02      4.67e-02    4.63e-02    8.6e-04
  33300      1.38e+00    1.41e+00      2.33e-03    4.44e-03      4.71e-02    4.81e-02    8.6e-04
  33400      1.83e+00    1.82e+00      4.10e-02    2.19e-02      6.19e-02    6.19e-02    8.6e-04
  33500      1.46e+00    1.42e+00      7.78e-03    7.18e-03      4.97e-02    4.84e-02    8.6e-04
  33600      1.55e+00    1.51e+00      2.72e-02    1.79e-02      5.27e-02    5.13e-02    8.6e-04
  33700      1.28e+00    2.01e+00      1.74e-02    5.40e-02      4.36e-02    6.82e-02    8.6e-04
  33800      6.07e+00    6.51e+00      1.08e+00    1.09e+00      1.43e-01    1.62e-01    8.6e-04
  33900      2.38e+00    2.42e+00      7.91e-02    7.96e-02      8.03e-02    8.18e-02    8.6e-04
  34000      1.81e+00    1.59e+00      1.76e-02    1.96e-02      6.15e-02    5.42e-02    8.6e-04
  34100      1.38e+00    1.60e+00      1.44e-02    1.20e-02      4.68e-02    5.45e-02    8.6e-04
  34200      1.90e+00    1.58e+00      8.74e-03    7.44e-03      6.46e-02    5.39e-02    8.6e-04
  34300      1.80e+00    1.77e+00      1.92e-02    1.73e-02      6.12e-02    6.01e-02    8.6e-04
  34400      2.22e+00    1.92e+00      2.54e-02    2.47e-02      7.56e-02    6.53e-02    8.6e-04
  34500      1.83e+00    2.03e+00      1.34e-02    1.99e-02      6.25e-02    6.91e-02    8.6e-04
  34600      3.13e+00    2.98e+00      9.43e-02    9.32e-02      1.06e-01    1.01e-01    8.6e-04
  34700      1.63e+00    1.62e+00      5.89e-02    3.60e-02      5.49e-02    5.51e-02    8.6e-04
  34800      3.78e+00    3.25e+00      1.24e-01    7.25e-02      1.27e-01    1.10e-01    8.6e-04
  34900      6.62e+00    6.14e+00      1.17e-01    6.68e-02      2.25e-01    2.09e-01    8.6e-04
  35000      3.01e+00    3.15e+00      5.51e-02    7.76e-02      1.03e-01    1.08e-01    8.4e-04
  35100      2.03e+00    2.36e+00      3.77e-02    4.05e-02      6.98e-02    8.12e-02    8.4e-04
  35200      2.17e+00    2.29e+00      2.75e-02    1.77e-02      7.46e-02    7.89e-02    8.4e-04
  35300      2.55e+00    2.07e+00      5.06e-02    1.10e-02      8.70e-02    7.15e-02    8.4e-04
  35400      3.12e+00    3.16e+00      6.76e-02    2.96e-02      1.07e-01    1.09e-01    8.4e-04
  35500      2.36e+00    1.95e+00      9.44e-02    8.07e-02      7.97e-02    6.60e-02    8.4e-04
  35600      2.12e+00    2.00e+00      3.95e-02    4.00e-02      7.30e-02    6.89e-02    8.4e-04
  35700      1.93e+00    1.87e+00      8.69e-02    4.00e-02      6.46e-02    6.41e-02    8.4e-04
  35800      1.73e+00    1.83e+00      2.48e-02    2.60e-02      5.94e-02    6.31e-02    8.4e-04
  35900      1.49e+00    1.61e+00      4.74e-02    4.94e-02      5.09e-02    5.51e-02    8.4e-04
  36000      2.58e+00    2.06e+00      6.25e-02    3.51e-02      8.83e-02    7.07e-02    8.4e-04
  36100      1.60e+00    1.62e+00      1.08e-02    9.72e-03      5.51e-02    5.58e-02    8.4e-04
  36200      1.68e+00    1.64e+00      1.74e-02    3.83e-02      5.79e-02    5.62e-02    8.4e-04
  36300      2.78e+00    2.86e+00      2.46e-03    3.24e-03      9.58e-02    9.87e-02    8.4e-04
  36400      4.18e+00    5.65e+00      1.52e-01    2.31e-01      1.42e-01    1.92e-01    8.4e-04
  36500      2.66e+00    2.70e+00      3.35e-02    2.81e-02      9.16e-02    9.29e-02    8.4e-04
  36600      2.19e+00    2.14e+00      2.15e-02    2.81e-02      7.53e-02    7.36e-02    8.4e-04
  36700      2.61e+00    2.47e+00      6.59e-02    6.42e-02      8.93e-02    8.48e-02    8.4e-04
  36800      2.56e+00    2.51e+00      3.58e-02    3.62e-02      8.82e-02    8.64e-02    8.4e-04
  36900      1.94e+00    2.06e+00      1.67e-02    1.18e-02      6.70e-02    7.10e-02    8.4e-04
  37000      2.55e+00    3.65e+00      1.40e-02    6.38e-02      8.80e-02    1.26e-01    8.4e-04
  37100      2.03e+00    2.05e+00      6.89e-03    9.38e-03      7.01e-02    7.06e-02    8.4e-04
  37200      1.61e+00    1.90e+00      4.97e-02    2.21e-02      5.51e-02    6.53e-02    8.4e-04
  37300      1.79e+00    1.86e+00      2.16e-02    1.90e-02      6.16e-02    6.42e-02    8.4e-04
  37400      2.43e+00    2.34e+00      8.09e-02    7.32e-02      8.30e-02    7.99e-02    8.4e-04
  37500      1.84e+00    1.97e+00      3.79e-02    3.59e-02      6.32e-02    6.76e-02    8.4e-04
  37600      1.88e+00    1.69e+00      4.11e-02    4.12e-02      6.45e-02    5.80e-02    8.4e-04
  37700      1.86e+00    6.50e+00      3.58e-02    6.21e-02      6.38e-02    2.24e-01    8.4e-04
  37800      2.23e+00    2.38e+00      3.94e-02    4.21e-02      7.67e-02    8.18e-02    8.4e-04
  37900      2.36e+00    2.16e+00      1.18e-02    1.18e-02      8.13e-02    7.44e-02    8.4e-04
  38000      1.94e+00    1.87e+00      7.06e-02    5.68e-02      6.58e-02    6.39e-02    8.4e-04
  38100      1.65e+00    1.73e+00      1.42e-02    1.37e-02      5.69e-02    5.96e-02    8.4e-04
  38200      1.81e+00    1.61e+00      1.35e-02    8.84e-03      6.24e-02    5.55e-02    8.4e-04
  38300      1.48e+00    2.49e+00      8.89e-03    1.68e-02      5.09e-02    8.57e-02    8.4e-04
  38400      1.60e+00    1.34e+00      9.67e-03    1.63e-02      5.52e-02    4.61e-02    8.4e-04
  38500      1.73e+00    1.82e+00      1.01e-01    1.02e-01      5.77e-02    6.10e-02    8.4e-04
  38600      3.69e+00    2.89e+00      1.68e-02    6.61e-03      1.27e-01    9.95e-02    8.4e-04
  38700      2.20e+00    2.19e+00      9.95e-03    9.58e-03      7.60e-02    7.53e-02    8.4e-04
  38800      1.89e+00    1.96e+00      3.89e-03    1.24e-02      6.52e-02    6.74e-02    8.4e-04
  38900      1.86e+00    1.86e+00      9.79e-03    1.33e-02      6.40e-02    6.41e-02    8.4e-04
  39000      1.68e+00    1.96e+00      1.69e-02    1.24e-02      5.79e-02    6.76e-02    8.4e-04
  39100      1.36e+00    1.46e+00      7.10e-03    7.84e-03      4.70e-02    5.02e-02    8.4e-04
  39200      1.55e+00    1.56e+00      1.54e-02    1.72e-02      5.33e-02    5.37e-02    8.4e-04
  39300      1.16e+01    1.99e+01      1.06e-01    2.69e-01      3.99e-01    6.87e-01    8.4e-04
  39400      7.21e+00    7.83e+00      7.48e-02    8.77e-02      2.48e-01    2.70e-01    8.4e-04
  39500      6.55e+00    6.85e+00      5.80e-02    6.02e-02      2.26e-01    2.36e-01    8.4e-04
  39600      5.72e+00    5.36e+00      4.58e-02    4.14e-02      1.97e-01    1.85e-01    8.4e-04
  39700      4.43e+00    4.02e+00      5.67e-02    4.27e-02      1.52e-01    1.39e-01    8.4e-04
  39800      5.09e+00    4.07e+00      8.59e-02    1.62e-01      1.75e-01    1.38e-01    8.4e-04
  39900      3.03e+00    3.26e+00      1.99e-02    1.76e-02      1.05e-01    1.12e-01    8.4e-04
  40000      3.54e+00    2.98e+00      1.76e-02    4.02e-02      1.24e-01    1.04e-01    8.2e-04
  40100      3.28e+00    2.89e+00      3.68e-02    1.98e-02      1.14e-01    1.01e-01    8.2e-04
  40200      2.29e+00    2.43e+00      1.10e-02    1.59e-02      8.00e-02    8.47e-02    8.2e-04
  40300      2.30e+00    2.42e+00      1.08e-01    9.99e-02      7.85e-02    8.30e-02    8.2e-04
  40400      2.53e+00    2.40e+00      1.67e-02    1.68e-02      8.84e-02    8.36e-02    8.2e-04
  40500      2.27e+00    5.18e+00      1.03e-02    3.57e-02      7.93e-02    1.81e-01    8.2e-04
  40600      2.11e+00    2.32e+00      3.26e-02    3.26e-02      7.35e-02    8.10e-02    8.2e-04
  40700      1.92e+00    2.02e+00      1.53e-02    1.78e-02      6.69e-02    7.06e-02    8.2e-04
  40800      3.31e+00    3.59e+00      1.05e-01    1.26e-01      1.14e-01    1.24e-01    8.2e-04
  40900      2.78e+00    3.17e+00      2.07e-02    3.86e-02      9.71e-02    1.10e-01    8.2e-04
  41000      2.52e+00    2.25e+00      6.91e-02    4.72e-02      8.72e-02    7.81e-02    8.2e-04
  41100      2.49e+00    2.72e+00      4.28e-02    4.76e-02      8.66e-02    9.47e-02    8.2e-04
  41200      2.34e+00    2.16e+00      1.87e-02    8.86e-03      8.16e-02    7.54e-02    8.2e-04
  41300      2.08e+00    2.19e+00      3.14e-02    1.71e-02      7.25e-02    7.62e-02    8.2e-04
  41400      1.22e+01    3.33e+00      1.63e-01    1.97e-02      4.26e-01    1.16e-01    8.2e-04
  41500      2.50e+00    2.40e+00      2.09e-02    1.18e-02      8.72e-02    8.38e-02    8.2e-04
  41600      2.55e+00    2.43e+00      6.66e-02    6.69e-02      8.83e-02    8.42e-02    8.2e-04
  41700      2.97e+00    2.77e+00      4.55e-02    4.19e-02      1.03e-01    9.64e-02    8.2e-04
  41800      2.46e+00    2.26e+00      1.20e-02    1.41e-02      8.57e-02    7.89e-02    8.2e-04
  41900      2.17e+00    1.89e+00      3.03e-02    2.64e-02      7.56e-02    6.58e-02    8.2e-04
  42000      1.07e+01    1.10e+01      4.89e-01    4.74e-01      3.66e-01    3.75e-01    8.2e-04
  42100      2.63e+00    2.76e+00      2.42e-02    2.65e-02      9.17e-02    9.62e-02    8.2e-04
  42200      1.88e+00    2.00e+00      4.18e-03    1.04e-02      6.56e-02    6.99e-02    8.2e-04
  42300      2.06e+00    2.05e+00      1.39e-02    1.63e-02      7.20e-02    7.16e-02    8.2e-04
  42400      1.79e+00    2.04e+00      7.21e-03    4.27e-03      6.24e-02    7.11e-02    8.2e-04
  42500      1.72e+00    1.77e+00      9.74e-03    1.44e-02      6.01e-02    6.17e-02    8.2e-04
  42600      2.45e+00    2.52e+00      3.90e-02    4.42e-02      8.54e-02    8.76e-02    8.2e-04
  42700      2.55e+00    2.86e+00      1.28e-02    1.94e-02      8.88e-02    9.96e-02    8.2e-04
  42800      2.44e+00    2.71e+00      3.38e-02    2.92e-02      8.51e-02    9.45e-02    8.2e-04
  42900      1.95e+00    1.71e+00      2.48e-02    1.51e-02      6.79e-02    5.98e-02    8.2e-04
  43000      1.94e+00    1.58e+00      1.17e-02    8.61e-03      6.78e-02    5.51e-02    8.2e-04
  43100      2.47e+00    4.93e+00      3.95e-02    6.43e-02      8.61e-02    1.72e-01    8.2e-04
  43200      2.40e+00    2.50e+00      1.85e-01    1.89e-01      7.84e-02    8.21e-02    8.2e-04
  43300      1.50e+00    1.59e+00      5.27e-03    4.23e-03      5.22e-02    5.56e-02    8.2e-04
  43400      3.46e+00    3.22e+00      1.07e-01    1.14e-01      1.20e-01    1.11e-01    8.2e-04
  43500      2.23e+00    2.07e+00      1.17e-01    1.16e-01      7.56e-02    6.99e-02    8.2e-04
  43600      2.16e+00    1.92e+00      2.66e-02    2.80e-02      7.51e-02    6.70e-02    8.2e-04
  43700      3.84e+00    1.70e+00      3.96e-03    5.79e-03      1.34e-01    5.94e-02    8.2e-04
  43800      1.72e+00    1.56e+00      3.96e-03    6.17e-03      5.99e-02    5.45e-02    8.2e-04
  43900      1.61e+00    1.72e+00      2.61e-02    2.12e-02      5.59e-02    6.00e-02    8.2e-04
  44000      3.00e+00    3.53e+00      6.64e-02    6.72e-02      1.04e-01    1.23e-01    8.2e-04
  44100      2.33e+00    2.15e+00      1.63e-02    1.82e-02      8.11e-02    7.51e-02    8.2e-04
  44200      1.97e+00    2.02e+00      1.55e-02    1.02e-02      6.86e-02    7.05e-02    8.2e-04
  44300      2.41e+00    2.36e+00      9.03e-02    9.14e-02      8.30e-02    8.11e-02    8.2e-04
  44400      3.09e+00    2.10e+00      8.87e-02    7.84e-02      1.07e-01    7.24e-02    8.2e-04
  44500      1.85e+00    1.75e+00      3.47e-02    2.80e-02      6.45e-02    6.09e-02    8.2e-04
  44600      1.83e+00    1.81e+00      4.31e-02    4.70e-02      6.34e-02    6.29e-02    8.2e-04
  44700      1.69e+00    1.56e+00      6.83e-03    6.07e-03      5.90e-02    5.45e-02    8.2e-04
  44800      1.97e+00    1.93e+00      6.60e-02    6.97e-02      6.81e-02    6.65e-02    8.2e-04
  44900      1.78e+00    1.81e+00      1.91e-02    1.94e-02      6.19e-02    6.30e-02    8.2e-04
  45000      1.54e+00    2.23e+00      3.88e-02    3.24e-02      5.40e-02    7.85e-02    8.0e-04
  45100      2.05e+00    2.05e+00      2.05e-02    2.07e-02      7.24e-02    7.24e-02    8.0e-04
  45200      3.12e+00    3.01e+00      2.46e-01    2.51e-01      1.02e-01    9.76e-02    8.0e-04
  45300      2.48e+00    2.59e+00      1.23e-01    1.26e-01      8.50e-02    8.92e-02    8.0e-04
  45400      2.35e+00    2.36e+00      3.35e-02    3.40e-02      8.30e-02    8.32e-02    8.0e-04
  45500      2.42e+00    2.24e+00      2.41e-02    3.45e-02      8.55e-02    7.90e-02    8.0e-04
  45600      1.70e+00    1.79e+00      2.60e-02    7.97e-03      5.98e-02    6.32e-02    8.0e-04
  45700      1.84e+00    6.17e+00      4.70e-02    8.55e-02      6.45e-02    2.18e-01    8.0e-04
  45800      1.55e+00    1.70e+00      4.79e-02    4.87e-02      5.43e-02    5.94e-02    8.0e-04
  45900      1.83e+00    1.87e+00      2.62e-02    2.26e-02      6.46e-02    6.62e-02    8.0e-04
  46000      1.69e+00    1.68e+00      1.55e-02    5.20e-03      5.97e-02    5.93e-02    8.0e-04
  46100      2.70e+00    2.45e+00      1.13e-01    6.86e-02      9.32e-02    8.59e-02    8.0e-04
  46200      2.40e+00    2.14e+00      2.97e-03    6.17e-03      8.49e-02    7.55e-02    8.0e-04
  46300      2.09e+00    1.83e+00      5.10e-02    1.30e-02      7.31e-02    6.45e-02    8.0e-04
